set_id,unit_ordinal,target_name,method_level,text
inst-0419,1,Style,2,Recommend button looks too loud — recolor it calmer.
inst-0420,1,Functionality & Behavior,4,Change the recipient line order.
inst-0420,2,Layout & Hierarchy,4,Change which support action stands out first
inst-0421,1,"Situation, Context & Scenario",3,Retarget to traveling nurses picking housing near their hospital.
inst-0421,2,Environment,4,Move this screen to a tablet layout.
inst-0422,1,Environment,1,Make this a desktop dashboard with left-rail navigation and financial summaries and lists across a wide two-column workspace.
inst-0422,2,Style,4,Give the spending summary a different feel
inst-0423,1,Environment,1,"Rebuild for desktop: score and bars on the left, reviews on the right, no divider."
inst-0423,2,Layout & Hierarchy,3,Average score reads first; make the title lead instead.
inst-0424,1,Style,2,Change the invite code panel’s color.
inst-0425,1,"Situation, Context & Scenario",3,"Should read as canceling a clinic visit, time over price."
inst-0426,1,Environment,4,Adapt the screen for tablet.
inst-0427,1,Content & Information,3,Make clear this email gets verified before tapping the button.
inst-0428,1,Functionality & Behavior,2,Add an edit-goal button to the bottom of the progress card.
inst-0429,1,Style,2,Give the selected first place row a background color.
inst-0430,1,Environment,3,Move the screen to desktop and use the full width.
inst-0431,1,"Situation, Context & Scenario",2,Change the checkout screen to caregiver order review.
inst-0432,1,Environment,1,"Recompose for a smartwatch: drop the photo, number centered with minus/plus beside, save below, guidance one line."
inst-0433,1,"Situation, Context & Scenario",2,Make the empty-state card about self-employed tax reserves.
inst-0433,2,Content & Information,4,Change when the tax estimate note registers.
inst-0433,3,Style,1,Restyle the primary button in navy with slightly rounded corners and a clean sans-serif label.
inst-0434,1,Environment,2,Rebuild the whole billing screen for a wide tablet screen.
inst-0434,2,Functionality & Behavior,2,Let every invoice row download its receipt.
inst-0434,3,Style,2,Recolor the top card so pink stays only an accent.
inst-0435,1,Style,3,Make the question stand out without changing the layout.
inst-0436,1,Functionality & Behavior,2,Add a button to use that draft in the last bubble.
inst-0437,1,Layout & Hierarchy,1,"Reduce the intro panel’s height and internal spacing, shrink the note thumbnail, keeping its title above the summary."
inst-0437,2,Style,3,Make the current selection immediately recognizable.
inst-0438,1,Environment,3,"Read as a wide desktop transfer panel, not a phone card."
inst-0438,2,Content & Information,3,"Show current transfer speed too, not just time left."
inst-0439,1,Layout & Hierarchy,2,Make the introductory heading smaller.
inst-0440,1,Environment,3,Make it a desktop screen showing all stories at once.
inst-0441,1,Environment,4,Adapt the screen for desktop.
inst-0441,2,Flow & Information Architecture,1,"Divide feature comparison into labeled course access, learning support, and account benefit sections; keep plan columns aligned."
inst-0442,1,Environment,4,Rebuild this whole screen for a smartwatch.
inst-0442,2,Layout & Hierarchy,2,Rearrange the badge art and title at the top.
inst-0443,1,"Situation, Context & Scenario",2,Turn the suggestions screen into a volunteer-candidate screen.
inst-0443,2,Flow & Information Architecture,2,Split up the candidate list.
inst-0443,3,Content & Information,2,Add availability to each candidate’s name.
inst-0444,1,Flow & Information Architecture,1,"Add position numbers before each thumbnail in ""Up next"", and a ""playing next"" label above the first row."
inst-0444,2,Functionality & Behavior,1,"Add a sort button showing the current order under the autoplay note in the ""Up next"" header."
inst-0444,3,Style,4,Make the play button's color feel different.
inst-0445,1,Environment,1,"On tablet, make the transfer panel two columns: upload summary left, file details right."
inst-0446,1,Functionality & Behavior,2,Add a save action to the linked item.
inst-0446,2,Layout & Hierarchy,3,Keep the chair visible while making the discussion more prominent.
inst-0447,1,"Situation, Context & Scenario",3,"Should read as a clinic pre-visit intake request, not money"
inst-0447,2,Content & Information,1,Show selected-out-of-total count at the right end of the group label row above the list.
inst-0448,1,Functionality & Behavior,4,Add a collection action to the lodging photo.
inst-0449,1,Environment,4,Move this screen to desktop
inst-0450,1,Environment,3,"Move the screen to desktop, all visible without scrolling."
inst-0450,2,Content & Information,3,Show how much of the shared plan is used.
inst-0450,3,Style,3,Make the listening summary card the first thing seen.
inst-0451,1,Content & Information,2,Add rarity information to the achievement details.
inst-0452,1,Content & Information,1,"Under the price range track, add the lowest and highest available price in small gray at each end."
inst-0453,1,Content & Information,2,Add the timezone to the practice reminder schedule.
inst-0453,2,Style,4,Make the content cards feel different.
inst-0454,1,Environment,1,Change the screen to a desktop booking workspace with left sidebar navigation and centered booking content beside it.
inst-0454,2,Flow & Information Architecture,3,Make each time clearly belong to its corresponding date.
inst-0454,3,Content & Information,4,Change how much the advisor card explains
inst-0455,1,Content & Information,1,"Add a line under the progress bar naming the stage in progress, in the same small gray."
inst-0455,2,Layout & Hierarchy,3,Show the place name and the line below it in full.
inst-0455,3,Style,3,It reads as a warning — make it feel like steady progress.
inst-0456,1,Environment,1,Make the screen a full-window desktop experience with existing content in a centered workspace.
inst-0456,2,Layout & Hierarchy,3,Create a stronger focal point in the wider workspace.
inst-0456,3,Functionality & Behavior,3,Let users also leave the failed portfolio view.
inst-0457,1,Content & Information,2,Add a line to the title explaining what this template is.
inst-0457,2,Layout & Hierarchy,2,"The pink illustration band is too big, shrink it."
inst-0457,3,Style,2,Tone down the two unselected license rows.
inst-0458,1,Environment,4,Adapt the screen for tablet viewing.
inst-0458,2,"Situation, Context & Scenario",2,Make workout discovery focus on low-impact activities for older adults.
inst-0458,3,Flow & Information Architecture,3,Let people assess suitability before seeing matching activities.
inst-0459,1,Environment,1,"Rebuild for desktop: post summary in a left column, wider comment thread on the right, composer below it."
inst-0459,2,Flow & Information Architecture,3,Make the pinned comment read apart from the rest.
inst-0459,3,Content & Information,3,Make it clear which evening and which place right away.
inst-0460,1,Content & Information,1,Add a last-updated date alongside the existing publication date and reading time.
inst-0460,2,Layout & Hierarchy,3,"After the summary, show visual context before article provenance."
inst-0461,1,Style,2,Make the status icon feel more cautionary.
inst-0462,1,Functionality & Behavior,2,Add a pick-another-region button to the bottom action area.
inst-0463,1,Environment,3,Make the screen wide and mouse-friendly for desktop.
inst-0463,2,Layout & Hierarchy,4,Rearrange what appears first in the main area.
inst-0464,1,Environment,2,Move the booking screen to desktop.
inst-0464,2,Flow & Information Architecture,4,Group the start times differently.
inst-0465,1,"Situation, Context & Scenario",1,Change the Billing screen into a team workspace overview centered on organization-level seat billing.
inst-0465,2,Content & Information,4,Change the next-charge card’s content order.
inst-0466,1,Flow & Information Architecture,4,Group the bottom white card differently.
inst-0466,2,Functionality & Behavior,2,Add a pause control to the story top bar.
inst-0467,1,Environment,4,Adapt the screen for a smartwatch.
inst-0468,1,Flow & Information Architecture,2,Split the track list into added and suggested groups.
inst-0469,1,Environment,3,Make the screen tablet-sized with selection and next controls visible.
inst-0470,1,"Situation, Context & Scenario",1,"Turn the whole leaderboard into a department challenge — each row a team, the streak line a headcount."
inst-0471,1,Flow & Information Architecture,3,Make time commitments easy to distinguish.
inst-0471,2,Functionality & Behavior,2,Add saving to the featured collection card.
inst-0472,1,Content & Information,1,"Add one line of remaining listening time under the progress bar, left-aligned with the played count."
inst-0472,2,Layout & Hierarchy,3,Make each recording title read before its initials.
inst-0473,1,Environment,3,"Make the screen desktop-ready, using width without stretching content."
